IP;<array1>;Feature;Hostname;IP address;Local;Model;Netmask;Serial;Version
X.X.X.X;HTTP (80) 94.03%,CIFS:TCP (445) 56.50%,NAS - IP Replicator (8888) 56.51%,Citrix CGP (2598) 57.37%,Impression (9100) 61.19%,Citrix ICA (1494) 38.66%,squid (3128) 88.13%,EPM (135) 9.66%,nsjtp-data (1688) 0.00%,;SH10BASE,SH10CIFS,SH10EXCH,MSPEC5050H,MSPEC5050M,SH40SSL;HOSTNAME;X.X.X.X;LK1-SH10BASE-0000-0000-X-XXXX-XXXX-XXXX,LK1-SH10CIFS-0000-0000-X-XXXX-XXXX-XXXX;5050 (5050H);255.255.255.248;R50UR0007B463;8.0.6a
